text,label
"觉得不是很好吃,略咸蛋",0
开始以为是一部写婆媳关系、家长里短的小说，感觉比较实在，怎么越往后就转弯了，越发像言情，还很琼瑶。看完以后说不出的感觉，既好气又好笑，翡翡从一个受气的小媳妇成长为一个坚强的女人，继而又被心中的白马王子无情的抛弃，好容易有个可以支撑她活下去的女儿，自己却又出了车祸死于非命。越往后看觉越让人觉得不真实。不过看到翡翡姨夫一家整她恶婆婆的时候甚是过瘾。,2
超好吃！！！特别快就到了，很大一份～～,2
拿来的花卷儿时一个月前的花卷儿吧，咬都咬不动,0
饺子没有煮熟。,0
配置挺高，相当专业的娱乐本，特别是旋转屏和触摸让人耳目一新。还有钛合金的外壳和键盘！国产质量很难突破！,2
13元的煎饼口味也不是很特别，送餐85分钟，距离1公里，不知道这服务以后怎么做外卖,0
薏米水太甜,2
小炒肉肉不多又肥不说，关键是肉质有异味了，也不知道放了多久，都没敢吃了。小葱摊鸡蛋分量较足，味道也行。米饭一个盒饭大小，不算少。,0
白肉多，腥味重,0
等了2个半小时这也就罢了，想取消订单的时候商家竟然还关机。派送的大叔冒雨送来我也是觉得很辛苦，据说派送大叔不是商家自己的人，我看他的app上显示13:24接到商家发出的我的单子，可是，我11点19下单的啊！如果以上我说的这些都不叫事的话，那我收到的鸡腿肉卷里为什么是猪肉的？呵呵嗒，订餐受99点打击，再也不来了,0
3700元内不是不错的本本，显存是64位宽的呢！跑游戏还是差了一点点。内存条是三星DDR3。自己加装了一条单条的金士顿2G的内存。跑起来还是不错没有冲突。很多人讲系统不好装，我想应该是你自己的系统盘问题和设置，设好光盘启动可以选进入WINPE再进行重格和安装20分钟内就完成机器的克隆了!,2
四星级的牌子他们还真敢挂！北京的酒店向来这样，又贵又差！ 房间里面那个叫热啊，开了空调制冷根本不起作用。打电话给客房服务，居然说只有自然风，没有冷风！哪是什么自然风啊，明显比室外的气温高得多。最后，他们给我的建议是把房间的窗户打开。北京那个鬼气候，外面正在飘杨树苗呢，能开么！ 早餐就不提了，就那么点东西，西式的难吃得要命，中餐也好不到哪里去。 还有就是酒店的电话根本就是乱收费！房间里没有长途价目表，服务指南也只是几张复印的A4纸。结帐的时候，打出了清单，国内长途差不多8毛一分钟，移动的12593也不过0.39/分，黑店！ 下次打死也不住了！,1
3、外观及尺寸：首先说16：9的屏幕比例乍一看确实不舒服，但确能很好的控制体积，给人的感觉不像过去16：10那样的傻大个儿了。外观要比图片上看上去要好看很多。键盘是浮萍式的，个人很喜欢这种设计。,1
订单取消，一直不给退钱，太差了，打了n次电话，这么差的店再不会来,0
"刚开始看的时候,觉得跟自己平时接触到的不太一样,?原来别人眼里世界是这个样子的?。从国家、民族的角度看问题,本身就是一件严肃的事，有意义的事。我觉得每个人生来就是有民族认同感的，也是需要有一些民族主义的。书里有些观点对我有些警醒的作用。但是，还需要辩证的看，需要带着自己判断，去理解作者的话，不能被动的全盘接受。俗话来说，别给带到沟里去了，呵呵",2
看起来我的孩子暂时不会喜欢这套书！信息量太大，孩子不喜欢密密麻麻的小字！,1
性价比超高，早就想要这台机子了，最后还是在这个买了，还敢上特价，不错,2
作为经济型连锁酒店，我觉得锦江之星要比如家、莫泰等高出一筹。最明显的就是房间本身够宽敞，厕所也不局促，马桶还是加长型的呢。10元的早餐算丰富的。整个酒店的色泽和基调看着舒服，如家就土点。,2
"挺不错的一本书.当我读到“大篷车马戏团”的动物演员们向小狮子奥里奥诉说它们在马戏团所受到的待遇时,女儿说：“我听得都要哭了。”我趁机告诉她，动物同人类一样，都是地球大家庭的一员，动物是我们的朋友，人类与动物要和平相处，保护动物可以保持地球上的生物多样性,保持地球上的生物多样性可以维持地球的生态平衡,这样人类才能生存得好.。",2
体积小，6心电池续航时间长，做工和手感一流，速度本人主要以工作和看片为主，足够用了。无线上网还没试，本人手机有GPRS包月，到时用蓝牙ftp联一下，估计有够慢。重量比一般的上网本重，但还可以接受。,2
"屏幕亮丽,上网.视频播放流畅稳定,用PowerDVD8.0播放外置DVD光驱中的蓝光碟也非常清晰流畅,这得益于9300GS。6芯电池保证3小时以上的使用时间,声音轻,发热量低。 到手后换了320G硬盘装XP很顺利,速度比Vista快多了,京东上购LCD保护膜自贴蛮难,手忙脚乱的,又购了一块键盘保护膜。HDMI输出音视没问题",2
"房间太小,到总台拿房间居然说我没有预定,还要在打电话到携程去确认!",1
虽然也看了电视节目，但还是买了这本书，一是因为觉得闲的时候翻翻很不错，体积不大，出门带着很方便；二是因为故事都不长，不会很累；三是可读性强，反复读的时候，会有新的想法。我其实是个很实际的人，不能反复用的东西一般不会买，也节约资源嘛，看了以后，觉得很适合与人接触总会遇到问题的一类人，语言交流是与人接触最重要的一门课，看了书里会明白平时不太注意的小问题可能就是你与人交往的问题所在。,2
麻辣烫送到时不太好了，时间长了,0
房间一般，洗手间浴缸里的水有些下不去，标房是对着大堂餐厅开窗户的，晚上12点好象还有人用餐，放音乐，挺吵的．,1
1. 早餐很差。 2. 服务态度很差。 3.地理位置也不好。周围没有什么吃的。 综合来说， 很差。 我是2008年4月28日入住的。,1
和一般的游记很不一样，从画家独到的角度叙述所见所闻，亲身感想，以及针砭时事。让人感到耳目一新。里面主要有法国和意大利两部分，个人觉得意大利的那部分写的要比法国的要好得很多，感觉比较像个住客（原来他连房子都买了）以主观深入的心情叙述见闻，而且可以感觉到他是真正喜欢意大利这个地方。而法国的部分感觉像是交作业的游记，完全像是一个短期的游客、一个过客。,2
牛肉几片，很明显量超少啊，15大洋不值,0
订了个京酱肉丝，送来个鱼香肉丝,2
1、3个USB接口都在左侧非常不方便。 2、系统驱动不好装 。 3、电池持续时间较短。,1
少送一份米饭,0
既然屏幕小体积再小一点就更好了，这点事先是知道的，但总觉得有些别扭，那么宽的边框幸亏没买白色的，不然那大黑框一等很难看,1
房间和走廊里味道很重，楼外下面马路上的声音很吵，早上隔壁的电视机的声音听的很清楚，可以当闹钟使用，但时间是隔壁定的，没有给“闹钟”定时，结帐的时候发票没有给我盖章，总的感觉是让人失望。今后不会再住了。,1
两串红柳，三串肉筋加起来就那么一丁点…呵呵了就…烤串外卖就只能看店家良心了…,0
酒店服务态度好，入住时有大型会议在此召开，房间无骚扰电话，靠近江边，步行十分钟即可吃到当地有名的三江鱼、坨坨鱼、西坝豆腐等特色菜。下次还住这里。打车十分方便，附近司机无人不知此酒店。,2
真的是不错，我给2岁半的儿子买的，开始还有点担心，觉得这每本书都有近30页，会不会太长了。担心他坐不住，结果，念完一本又一本，一晚上要读完5、6本时，首先受不了的就是我了。书很有意思，经常被逗得咯咯直笑，有时又紧张的不行。推荐给同事，她给自己6岁的女儿了，能够自己阅读，也非常喜欢。难怪是好几周的销售冠军呢。,2
送餐太慢了，东西都凉了,0
"外卖大哥超级好,披萨也不错",2
装XP非常麻烦，需要准备外置软驱，给光驱及南桥装驱动。官方没有驱动下载。只有打客服电话要他们发给你。尤其声卡，极其麻烦。建议菜鸟要装XP不要买这机子。装Vista的没问题。,1
一点小遗憾，笔记本bios设置里面硬盘出场设置不能直接安装xp，需要改一下，我想许多入门玩家会着急一下下。。。,1
炒饭略咸了，味道还是不错的，银耳汤还是那么好喝,2
太太太太慢了！！！2个多小时，十点多下单，1点才到,0
卷饼没有一点味道，尖椒土豆丝没有尖椒，粗粗的土豆丝。素拌饭只有一点点土豆丝圆葱和酱。饭硬硬的简直了。严重差评,0
1G内存跑VISTA有点慢，所以改成XP了，隐藏分区也格掉了，送的系统都没有备份，因为实在是用不惯VISTA。 装XP后驱动去官方下载，同一个硬件官网有多个驱动，不要下错哦，热键驱动应该下ATK的。,1
怎么看下去会一段后故事还没结束，又说了其他事，后又接上前段事。有时另我一塌胡涂，要看前段说了什么，才接下去看。是不是印刷错了啊？,1
这位姐姐对这本书几近痴迷。我不好这一口，没有耐心看它。纯粹表扬一下这次送书的效率和质量。起码书的品相不错，好过我前两次购书。希望以后能保持。,1
智永千字文是千字文中的上品，即使这样，当前的许多出版社也因种种原因，将它印制的很差劲。而本集字古文，主编、印刷的水平很高——因为我同时买了几个类似的版本，上海书画社的是最好的。集字古文的排版是一个很专业的工作，不是很高艺术素养的，绝对做不好。以前我见过很多集子，这一本，书法布局浑然一体，几乎感觉就是智永创作的一样。,2
"我是11月29日入住,12月1日离店的,由于我本人不慎将新买的皮鞋和一个仪器上的配件忘记在宾馆了,我给他们打电话,前台胡小姐态度很好又很耐心,在此表示感谢! 但不知道为什么,前台的人就是找不到,我后来将客房服务中心的电话要来后,亲自给客房打电话,客房部接电话的人姓冯,说找到了,但皮鞋和配件分开了.我说那就把配件给我寄回来吧,我找了顺丰快递公司采取到付的方式,但皮鞋真的没有给我寄回来,我把这两样东西放在鞋盒子里怎么会分开了? 具体印象,前台不错,客房这样工作就不怎么样了.",1
在thinkpad这个品牌里面性价比还算高了，感觉发热量有点大，其他还好启动时光驱声音较大 ，2G内存够用了,2
服务太不好了，晚上房间的蚊子太多了，人性的关怀不好,1
两个多小时才送到,0
"3月24日下定单买,结果昨天短信通知说, 超出派送范围,不给派.现在钱也付了,还不知道能不能拿到东西呢. 回拨电话,说不知道这回事,不认识什么当当.找的什么快递啊,真差劲!客服电话一直占线,不知道在搞什么.谁能告诉我什么时候可以拿到书!!!",1
"玉林草泥马,大骗子",0
锅包肉和地三鲜都好难吃，酱骨还可以！,0
送餐大哥送到门口态度很好～,2
散热口设计在左侧是个败笔 全速运算的时候热量惊人 音效被哈曼卡顿奥特蓝星等上品甩出了数个街区 显卡若为4500 屏幕改成LED将大大提升整体效果 钢琴面板是个指纹搜集器 忌讳者慎,1
"听说是柳州最好的饭店了,原来是市政府的招待所.靠近一条河,景观不错. 出行交通也还可以. 房间没有留下什么特别深的印象,但是觉得底楼中餐厅的服务员态度特别好, 勤快,亲切,吃顿饭送了好几次热毛巾.",2
房间不算太小，床不错，虽然不太软但也挺舒服，干净。最大的问题是上网太贵，HKD70/HOUR，抢钱似的，为什么香港的酒店都没有免费上网呢？,2
菜品味道好，师傅送货快,2
配置比较好。。显卡是卖点。。包装盒上写的是NBA典藏版。。内存是2根1G的。。装XP很简单。。官方网站都有驱动可提供下载。。,2
外送人实在让人着急呀。不知道路我也是醉了。,0
外卖小哥速度很快，态度好，东西也好吃，赞,2
味道不错，肉还挺多的,2
xp系统是真不好装，买回来几天了，换了几个人帮忙装还是没有效果，有点久久不能释怀啊,1
外观很好看，样子小巧，键盘没有想象中的小，用起来很舒服，很适合女孩子用.,2
3个小时……,2
还可以，就是等得太久太久了，两个小时,2
"都没有酱油醋,而且,十元一碗的粥,好少啊",0
味道还行，蛙皮没处理好,0
对于吴淡如的写作，看过的人应该都比较清楚，她的文章一般都不会枯燥说教。读来很有趣味，即时是关于很多条条教教上的东西，在她的表达下也是较生动的。如此一来本书的主观色彩也就比较浓了。当然对于很多精益追求理论规范的读者（学者）的来说，本书可能不是十分适合。但确实是适合很多有意愿从各个角度去学习提升自己方式方法者，特别推荐年轻女性读。,2
挺好吃的，京酱肉丝里面全是汁水很不错，肘子也还行，吃了2个和一碗粥，勉强吃饱，感觉有点少，这个中号的有大约5*5*25那么大，大胃的可能2个不太够。,2
"用携程那么多年,这次太让我失望了,也让我丢尽了脸.本来是想住最好的酒店,结果是一肚子火.酒店是建在居民区内的,周围环境可想而知.开业都快半年了,还是处在试营业期,房间还可以,卫生间糟糕透了.下水管排水不畅,淋浴房估计只有一个平方,而且放洗发液的地方都没有,卫生间也小的可怜,我坐在马桶上,左肩膀靠着淋浴房,右肩膀靠着卫生",1
菜很好吃，吃的很舒服,2
好吃！！好吃！！！招牌菜醋溜木须！！！,2
这是我住过的最差的酒店。入住的时候房卡搞错，明明只要440（这个价格我也就不说了，根本不值）的房费，居然要3倍的押金。做了预授权然后居然结帐的时候说没做，要我付现，后来才翻出单据说没看到。结帐用了20分钟，而且就我一个在结帐。索要发票说只有整数（和餐馆的一样，而没有机打的）而不给小额。最后很不情愿地多给了些（也不是我想要的）房间就更一无是处，没网络，小姐电话每半小时响一次，根本不让你睡觉（后来我拔了电话线），暖气烧到29度，而且没法调节，在外面－22度的情况下开了窗还是热。真想不通携程怎么能推荐这样的酒店，满洲里酒店其实不少。我是携程的钻石会员，但是下次去满洲里我再也不会订携程的酒店了！千万别住！！！！！！！！！！,1
不咋好吃，快递服务不错,0
等了2个小时依然未送到。打电话也基本打不进去。你们如果没这个功夫就别参加百度外面呀？浪费消费者时间可耻可恶没人性无职业道德的垃圾食品,0
白颜色的我喜欢。运行速度还不错。挑选过很多同类品牌的机器，最后看中这款升级版的EEE PC。只要不玩专业游戏，这款上网本应足可以满足日常电脑所需了。价格如能再优惠点就更值了！,2
性价比相当的高，配置很均衡，尤其是3470的显卡，有很大的吸引力。基本上，不需要太大的升级。个人认为，2G的内存足够了。并且这款是独立显卡，所以不会占用系统内存来做显存。,2
米饭很硬很硬！菜比较油，菜量小，米饭多。,0
感谢骑士师傅，辛苦了！回家路上定了餐，到家没多久就收到了！赞,2
很引人深悟的一本书，柏杨老师讲的应该来说很客观，有些人不认同，再或者强烈的批判，也许是因为语言有些过激和尖锐，但是我们总是在埋怨，亦或许是自满得不知所以，但又这个功夫的我们却从来不知道自省，身为被指责的对象，我们应该好好想想：我们是不是做得很好了，是不是没有什么能让别人指责的了！或者说柏杨老师因为那10年的冤狱有些愤慨，但是他同时在唤醒我们内心深处的某种东西！,2
这么一个平庸的作品，怎么炒得这么火爆？汗！职场小说出现了不久，已经被炒死了，在中国什么东西都是一个快字，出现的快，死亡的也快！为什么中国人的羊性这么足，一个是我们的阅读能力被我们的教育完全毁了，很高的学历的人也缺乏起码的阅读能力。另外，中国在2000多年的中央专制统治下，把有个性的人全部杀光了，我们都是缺乏主见的顺民的后代啊！！！！！,1
很棒，除了自己和老妈做的，也就他家的饭菜让我觉得可口了,2
10点20下单，1点半还没有送到，只能取消订单。,0
非常不错，喜欢在百度外卖买吃的，速度快，服务好,2
强烈建议别买,0
夫妻肺片很腥，吃过的最难吃的夫妻肺片,0
早餐首选，快递小哥准时,2
粥盒都烂了，粥全撒出来了,0
连续两天出问题，投诉！,0
希望你们送餐之前最好仔细检查一下餐是否齐全,0
1.口味难以下咽。2.饭里有头发。3.少送一份饮料。4.送饭非常慢.5.饭都是冷的。6.百度客服很负责，多次跟进。但是餐厅售后特别差，都快一个星期了才打电话说给你再做一份，问能不能退，餐厅只会说什么时候再做一份给你？哎，难吃又脏的饭，想起来都吃不下去饭。7.点的石锅拌饭，其实跟盖饭差不多，饭都没有用石锅煲过，酱非常难吃，北化北中医北服的学子们，千万不要吃这一家的饭，吐血的建议。,0
我在国庆前住了6楼的一间朝街的房间，特别吵。晚上很晚的时候，外面还是大卡车开来开去。早上天还没亮，就是卡车的声音。也许不朝街的房间会好点。还有就是卫生间特别小，小得只能容一个人转身。 酒店不提供一次性的香皂，我是跟他们要才给的，还好，免费。卫生状况一般，将就吧。,1
两个小时才送到，失望,0
小巧，漂亮，功能齐全，携带方便，电池续航能力较强（虽然没有达到官方所说的９.５个小时）,2
6芯电池太重了了。。虽然续航时间长，但是未必所有的用户都会需要这么长时间，可以考虑提供3芯和6芯的一个选择,1
"特意写了土豆丝免辣,结果商家还是炒得辣的,送货特别好",0
拿到的时候感觉质量比想象中好点，而且挺轻的（这未必是优点……），屏没坏点，当然，最重要的是便宜实惠。,2
没什么味儿～～,0
时间太久了，米线到这里已经烂掉了，送餐太慢,0
佩服佩服啊！！好久没看到，如此精彩的书了。这几年，我对那些高中生之间的爱情，已经不敢兴趣。开始对穿越文，古代文有了浓厚的兴趣。买之前，看大家的品论，一直受大家的好评。等了好几天，收到货后，先看的第一本书。两人的爱情，的确有资格成为佳话。很感人，故事紧扣，一环接着一环。真的很精彩呢。喜欢死了。,2
第一次遇到送餐能送这么久的。,0
卤蛋竟然是乡巴佬。。,0
送餐慢，汤里的粉条根本没给放,0
感觉男主是个很深的人，总是那么看似无害的笑着，估计女主要晕乎了，越是这样女主越会好奇的想走近，人都是这样，两人的交集越来越大了。,2
"今天的没之前好吃了,不知道是不是因为凉了,皮也厚了,味也不好了",0
请各位注意酒店提供的饮用水是自来水，这是前台服务员说的。所以各位千万不能生喝酒店提供的饮用水。2008年了，北京的酒店还是这种水平，真是令人心寒。,1
"靠！！！一个小时！！！！！我都想不要了！！！就是觉得不道德！但是我道德了你们也靠点谱啊！,打电话过去，第一次说应该已经好了，应该是什么鬼！好没好不确定么！就在一百米不到的地方，难道还在路上二十分钟？！第二次更是奇葩，一听我催单没动静了，过一会儿电话繁忙，请稍后再拨！,好意思么！而且打电话过来，下去人还没到，我算发现了，之前根本没做我们的单是么？一个小时！大家以后定这家小心！",0
饭和丸子是热的，大酱汤冰凉，外卖小哥挺好,0
慢慢慢，快三个小时,0
送餐很给力！上次点餐留言说可乐换豆浆，谁料这次竟记住了这事！不得不再赞一次！同时看到有人抱怨送餐速度的问题，作为一个旁观者而言，我只想说，送餐员不是宇航员，电动车不是火箭，你住在火星非要享受住地球人的用餐待遇，怎么可能？我之所以选这家，首要原因是近，万万没想到，从此停不下来了！竟爱上了这个味！,2
来的时候全都漏了，全都出来了，我定了四份饭就拿两双筷子，无语了,0
送错了，没有美式，给了个小拿铁....,0
小票上的送餐时间错了，11点就来了，我的订单是11:45的。。。。。。,0
到很好吃，就是送的比较晚,2
这是第二次入住了，因为出差需要，在安庆，确实也没有其他地方可住，酒店整体环境优雅，房间设施一般，不过卫生还可以，每次入住后，习惯检查一下床面是否整洁，近期出差，入住的酒店中，只有这一家未发现床上有残留的头发等异物。,2
下订单后一直不送，一小时后显示订单已完成！可是根本没有送啊。,0
一本加拿大人拿中国人可怜的英文做示范告诉你什么是正确的英文。且不说用这种方式学不到几个单词和准确的表达方式，作者那种嘲讽的态度也让人觉得无法接受：没错你是英文为母语，那又如何？价格和内容不对等，不值。,1
好快！配送员特别好～还送了果冻哟,2
如果活动一直不结束，总感觉有种被欺骗的感觉，哎~~~~~~~~~~?如果活动一直不结束，总感觉有种被欺骗的感觉，哎~~~~~~~~~~?如果活动一直不结束，总感觉有种被欺骗的感觉，哎~~~~~~~~~,1
这样的配置用Vista系统还是有点卡。 指纹收集器。 没送原装鼠标还需要自己买，不太好。,1
点了两份饭，都没有给筷子！！,0
教育两个字看似简单，简单到日常的威权教育。于是孩子成了父母愿望及个人喜欢的成长载体。很多时候作父母的并不会想想孩子是否愿意？于是孩子只能被动享受灌输。数千年来，我们对这样的观念面对如常。这样的教育方式已经值得我们反思。推荐这样的一本书给所有的家长和即将成为家长的人。当然此书并非是仅叙述上面的话题。让我们学着并尝试为孩子有更良好的未来，来爱孩子！,2
太他妈的慢了，早餐送过来吃成了中午饭，真够可以的,0
我收到的这本书好像是盗版啊，我才翻了几页，就已经发现好几个错别字和印刷错误了。郁闷啊！,1
"订了两次这家酒店,遇到都是几乎相同的问题,我在备注里写的很清楚,""不临街,安静,高层,不要KTV上的房型,""不知道什么原因,是携程没有把信息传给酒店,还是酒店的理解有问题,第一次给了我",1
公司里十几个人，吃丽华快餐，吃一次，拉一次肚子，你们真的很缺德。,0
当当网名不符实，订货多日不见送货，询问客服只会推托，只会要求用户再下订单。如此服务留不住顾客的。去别的网站买书服务更好。,1
自己在生孩子前后买了好几本育儿书，看下来这本最实用。因为他很体贴，最能消除新妈妈的紧张。新妈妈需要担惊受怕的事情已经很多了。这本书总是说，没关系，这样也是可以的，只要你的孩子常常笑，有活力，不要紧盯着身高体重大便颜色等问题不放。虽然我不喜欢其中有些日本化的语气，但是相比其他的书，他真的很好。日本人做事情真的很体贴的。我们什么时候能做出自己的经典啊～,2
等了一个半小时不说，商家坐地起价，价格上调，送货的到了没有零钱，真是够了，腰疼的不行的，刚贴上，不知道效果,0
我觉得丹麦不愧是童话王国，他们弄得这些儿童文学，故事角度总是很新颖，图画有张力，极强的感染力。我们中国的小孩子，那些本来应该有的孩子的可爱劲，已经被我们传统的教育方式弄得有点....让我们的孩子变得更像孩子，更可爱吧。他们应该有他们无边的世界去想象，他们有权力去享受这整个的世界,2
书质很不错，情节更是吸引人．曾经读过两遍，一直都没有很领略作者的那些妙语，可能跟年龄有关系．及至现在身处围城，再来看这一遍围城，内心里不禁为作者绝妙的语言运用能力拍案叫绝．诙谐，机智，揶揄，深刻的比喻充斥着全文，初始看时，大笑到肚痛，越往后看，渐成苦笑，笑得无奈而心内难受．转而深思．１９４６年的作品，放至今日仍能一一对号入座，周遭不乏此种人，或你或我或他．,2
本子的酒红色没有想象中的好看耀眼，没啥软件，都要自己装，有点麻烦，呵呵！另外，试机的一会功夫，就蛮热的，似乎散热不太好！,1
这个宾馆太差了，我一辈子都不会再住了，电梯坏，设施陈旧，电视差，洗澡的液体质量差，和星级完全不符呀。,1
终于，萌发了要买哥们儿实体书的念头，当然首选就是四面墙了，结果缺货，只好退而求其次，买了背叛和外遇。外遇还没看，不敢瞎说。,2
东北乱炖不是正宗的，而且油特大，只能吃半盒其余的全扔了,0
垃圾食品吃完中毒啦！！！！！！,0
送的非常快，量足，吃的很饱，灰常不错！,2
汤洒一袋子。送的也慢。包子味道不错。,0
服务态度不好,0
味道实在是很难闻，接受不了！！！画面也太杂乱，2岁多的儿子一定不会喜欢，我都懒得看。任凭小鸡再个性，也得先有兴趣看才行啊！买的失败！！,1
又贵又不好吃，鸡腿还是麦当劳的好吃,0
为了达到那些令人羡慕的拥有， 而在区别彼此的不同，忘了做真正的自己，也许正是因为太多的惯性和常识才让自己更孤单，这套书很好，可惜一直都无法买全，它的另外几本至今也买不到：爱你本来的样子，你所需要的，你很特别……你是特别的，并不需要具有所谓的成就、才能、性格，而是，你本来就是特别的，在这个宇宙 我是独一不二，没人能取代，梦在手里，我可以。,2
他家还是卷饼好吃...蔬菜拌饭太难吃了....本来想吃点清淡的，打开一看一层洋葱混着卷饼里的酱....下面依稀有些土豆丝豆芽抽吧的蘑菇片.....真的很难吃啊....不过卷饼是真的好吃，下次还是点卷饼好了....,0
京东客服太差，一直打不通，因为是装的DOS，还要自己重装，再这样下去会让很多电脑小白转向实体店的。,1
少发一份青笋，外卖量比较少,0
差评再也不来了,0
此书印刷也很好，有质量感！内容浅俗易懂，还结合现实生活简扼的分析，古与今的对照，唤醒了中国五千年的史实。读完此书，对昆曲更深的了解，对前人的那种无比的创造力，顶礼膜拜！,2
烤馒头片太难吃了，感觉像没烤一样。手撕包菜太油...蜜汁鸡翅很好吃，但越来越小。烤虾也不错。烤尖椒插了一个根部都带着籽怎么吃嘛！,0
"速度太慢,等了两个小时,但是挺好吃的.....",0
本子性能办公够用，屏幕清晰，键盘手感很好，接口基本完好。不知道质量到底怎样，靠时间说话了。提心吊胆得一个月吧。,2
速度很快，味道也好，还赠送了粥，满意,2
无意看到此书，并买下了，这可能也是一种缘分，（因为我的身体不好，一直在医，别人说什么好，衡量过以后会去尝试-----书中所写的内容接近生活，食物都容易找到，只要照着做相信身体会慢慢好起来的。当在使用对身体有帮助的物品时，请相信它，感受他，感激它，身体会吸收的更好。相信日后身体所呈现出来健康与否，就是此书所作的贡献，也是作者的贡献，希望更多的朋友都幸福安康！,2
量实在太少,0
"早餐很一般.房间里还算干净,就是噪音太大,价格相对来说还是贵的",1
东西没问题，连锁快餐谁做味都差不多，范个懒想吃汉堡了。快递太肉了。。。11点下单一个半小时后才到，又不是高峰，有待改进,0
肘子有点坏了，，都酸了。。,0
送的速度很快。外卖的价格合适，门店二十就不买了,2
"花了2个小时才送到的....,以后坚决不用百度外卖了",0
鄙视京东包装，2000多的东西就一层泡沫，东西出问题往厂家推，厂家更有才测了下温度说没超过90°没事可以用，晕怎么没让她当医生,1
餐厅写错地址，冷面很好,0
赠送的黄飞红花生呢？没送啊！！,0
C盘太大，不过可以从网上下载软件AcronisDiskDirector10.rar来调整分区 标称320G，不过我只见到298G（C 288＋D 10），其他的没见到,1
包装好用心呀，点赞！,2
太常识性的东西了稍微有些英文基础的人都不会犯这些错误建议没什么英文基础的人拿去当笑话读读还可以,1
"南瓜粥洒了一兜子,黏糊糊的,那场面像翔一样,瞬间没食欲了",0
预装的vista的确很不好使，带来了很多麻烦，bios预设硬盘模式也很让人尴尬，差的就拿回去返修了,1
极少喝星巴克，但每次点都觉得产品质量和口感上不如意。如果是本着“反正是卖给有钱没品位的人喝的话”那不过是一个三流街店罢了。,0
米条全是洋葱。。。,0
这款笔记本麦克风可以和飞利浦（Philips）电脑麦克风SHM1000匹配？,2
"酒店的大堂很不错,房间也很好,温馨、舒适，是个不错的五星级酒店。",2
买这本书的时候，还没有读完张爱玲以及关于张爱玲的书。只因为看了这里的评论似乎还不错。也因为急切的想了解关于张爱玲的一切。待读完张爱玲以及关于张爱玲的作品以后。真没有心情也没有兴趣看这个垃圾写的书了。淡定！淡定！既然买了，就看一下吧，从另一个侧面了解一下也好。可，才看了一节，就不想看下去了，于是丢在了某个角落，再也不想去碰。都说他是才子，我倒觉得其文笔实在拙劣。絮叨、杂乱，庸俗，不知所言！将其猪脑子里所有自认为华丽的词语堆砌到一起便成了所谓华丽的句子。总的评价：垃圾,1
整体不错，密酱烤味道不错,2
从下单到送达用了将近一个半小时，据商家反馈送餐员在路上狂奔了30分钟，从郊区都能到市中心了吧。饭送到都凉了，吃到胃里都是凉的。不会再订了。,0
送菜员，忘记带啤酒过来了，太马虎了，害的我老醋花生白点了!!!没见过这样的送餐的。,0
此酒店涉嫌欺骗： ctrip上显示行政房免费上网，但是实事并非如此，只有去行政酒廊去上网才是免费，房间内上网要收费，每分钟2元，而且如果去行政酒廊上网，前提要你在房间先上网激活帐号才可以。也就是说你最少要花两元才能上网，而且不再房间内，这个不是欺骗是啥。早知如此说啥也不会定在这里，1400多的房费，住那里不比这里好，就是想上网。其他服务实在一般。距离市区较远，出行很不方便。周围设施少，同等价位酒店市里多了去了，下次不会住了，还有早餐实在一般。check in速度慢，有老外提问题，就放下和我check in的事情过去搭理人家，这点让人感觉很差。check out也是拖拉。,1
送餐太慢了，等了1个半小时；味道还行。,0
速度很快，下雨天师傅辛苦，味道很不错,2
羊肉泡馍里有肉块是臭的！,0
饭菜不错，送太晚了。,0
没吸管，没奶油差评.......,0
酒店还是非常的不错，我预定的是套间，服务非常好，随叫随到，结帐非常快。顺便提一句，这个酒店三楼是一个高级KTV，里面的服务小姐非常的漂亮，有机会去看看。,2
送餐，我等了两个多小时，饿死俺了,0
1、房间里过于奢华的家具不实用，且没有家的温馨 2、睡到凌晨发现有老鼠在放家里爬，打电话给前台要求换房，前台让我自己下楼换房卡，理由是服务员睡觉了 3、调到价位低的房间后，第二天结账还要按照高价位结算，并且对房间发现老鼠一事没有意思的道歉 4、over,1
速度太慢，味道一般。,0
量少，但是女生一个人吃还行。快递还还行吧，但是等的时间很长,0
降价太快~ 早找到就多等几天了 才一个月就降了500 现在还送无线路由器。哭~~~,2
总结一下，女人要现实。要么嫁好老公，要么抓住机遇有事业……这还用她说啊。,1
好烂的酒店，到前台登记的时候只有一个服务员，服务员对我同事直呼其名，同事还臭美说感觉是他大学的美女同学在叫他，我们住的所谓的商务房在7楼，电梯只能到6楼，到了房间一看，这7楼应该是后续改建成客房的，甚至可能是违章建筑，洗手间很小，是买的飞机上用的那种一体化产品。 房间上不了网，电话打了一下按键就跳不起来，到同事的房间打电话叫服务员，过了半天跑上来两个 愣头愣脑的东北小妹，态度热心，但是完全可以看出来是菜鸟。,1
迷你房还真是迷你啊……家具和墙纸都旧的不行，但还都齐全。虽然地方还满难找的，不过叫车倒是满方便的。房间隔音很差。总之，对不起这个价格，还不如去如家之类的。,1
很准时！口味很好，大爱可可小丸子,2
"只有安装了DOS系统,随机也没带系统安装盘.装XP时,显卡驱动没有,得问售后服务要,比较麻烦; 散热不好,机器刚运行几分钟,左侧就会起热,十几分钟后再用手摸就感觉有点烫手,需要再购散热器帮助其散热.",1
